ptime,npass,olng,olat,dlng,dlat,dist,dtime
2016-05-01 22:38:54,1,-73.94747161865234,40.790687561035156,-73.94831085205078,40.782859802246094,0.7,2016-05-01 22:41:46
2016-05-01 22:38:58,1,-73.93920135498048,40.80502700805664,-73.93885803222656,40.84959030151367,3.7,2016-05-01 22:51:04
2016-05-01 22:38:59,1,-73.93891906738281,40.80498123168945,-73.94979858398438,40.78538131713867,1.65,2016-05-01 22:44:59
2016-05-01 22:39:12,1,-73.96653747558594,40.80434036254883,-73.95270538330078,40.808048248291016,1.19,2016-05-01 22:46:00
2016-05-01 22:39:35,1,-73.95084381103516,40.78657913208008,-73.95918273925781,40.80169296264648,1.57,2016-05-01 22:45:35
2016-05-01 22:39:37,1,-73.93930053710938,40.805477142333984,-73.96564483642578,40.79053497314453,2.31,2016-05-01 22:47:28
2016-05-01 22:39:40,1,-73.9393539428711,40.80522155761719,-73.92681884765625,40.86809158325195,5.37,2016-05-01 22:53:05
2016-05-01 22:39:46,1,-73.94380187988281,40.7955436706543,-73.93790435791014,40.80441665649415,0.8,2016-05-01 22:44:20
2016-05-01 22:39:53,1,-73.93816375732422,40.80035781860352,-73.97087860107422,40.79841995239258,2.5,2016-05-01 22:53:01
2016-05-01 22:40:09,1,-73.95795440673827,40.81599807739258,-73.91890716552734,40.8661994934082,4.87,2016-05-01 22:52:22
2016-05-01 22:40:23,1,-73.95403289794923,40.80632400512695,-73.99494171142578,40.74774932861328,5.05,2016-05-01 22:59:09
2016-05-01 22:40:25,1,-73.96395874023438,40.80803298950195,-73.99463653564453,40.758953094482415,4.96,2016-05-01 22:56:17
2016-05-01 22:40:44,3,-73.93926239013672,40.805641174316406,-73.94294738769531,40.81113052368164,0.65,2016-05-01 22:44:58
2016-05-01 22:40:50,1,-73.9390869140625,40.80527114868164,-73.97510528564453,40.78853225708008,3.0,2016-05-01 22:52:49
2016-05-01 22:40:56,1,-73.94944763183594,40.80182266235352,-73.93515014648438,40.8135986328125,1.61,2016-05-01 22:47:53
2016-05-01 22:41:04,2,-73.9439697265625,40.79541778564453,-73.96156311035155,40.796062469482415,1.2,2016-05-01 22:47:28
2016-05-01 22:41:05,1,-73.95533752441406,40.80443954467773,-73.96682739257811,40.79268646240234,1.1,2016-05-01 22:46:23
