edge_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2399,12,20,12,12,13,11,14,22,31,20,22,33,23,30,19,19,17,14,29,13,11,20,14,13
2400,35,31,31,40,65,47,59,54,77,77,66,74,52,57,50,64,70,52,45,35,35,44,52,44
2401,6,10,5,7,9,11,10,13,13,16,15,15,9,16,14,18,16,12,13,9,14,11,10,7
2402,26,9,2,18,20,21,26,24,26,34,29,25,23,20,30,23,26,13,24,39,29,34,13,20
2403,54,91,36,39,120,110,108,79,118,102,90,114,73,105,69,79,79,77,100,74,93,100,95,64
2404,7,8,9,8,7,11,9,13,16,16,12,15,10,16,18,11,13,10,13,15,12,11,11,9
2405,33,19,13,16,5,16,12,18,19,42,18,27,19,19,22,23,17,34,31,47,50,54,28,44
2406,29,26,39,23,32,30,29,27,38,38,32,37,26,28,33,34,34,15,37,43,32,37,45,28
2407,12,12,17,14,14,19,24,17,23,22,27,17,23,23,20,28,20,24,21,19,23,18,15,18
2408,54,65,61,69,63,73,71,66,71,93,80,90,63,69,82,112,85,107,91,83,80,70,84,68
2409,12,7,6,7,5,8,7,11,7,10,9,11,11,17,12,15,11,9,8,6,7,6,5,8
2410,10,12,10,18,10,11,8,10,9,12,17,15,15,11,13,10,10,9,8,11,11,14,7,9
2411,57,43,71,34,46,87,62,100,34,47,40,66,95,54,40,15,55,22,70,40,38,49,26,33
2412,9,9,7,11,6,8,6,9,10,7,11,8,11,14,8,7,8,7,5,8,13,5,9,7
2413,49,78,51,50,45,86,57,79,94,82,90,77,73,87,124,105,79,65,87,32,64,55,35,31
2414,39,26,28,29,11,30,22,43,28,59,42,22,12,45,26,34,93,22,31,19,30,69,31,19
2415,19,21,10,11,4,22,33,30,43,4,36,41,14,15,23,9,19,15,10,23,18,42,51,13
2416,35,17,25,7,14,19,20,22,18,7,22,25,21,23,23,17,20,19,22,17,11,17,9,16
2417,54,39,50,50,50,43,43,50,71,71,60,57,48,52,62,48,64,58,56,49,46,33,46,41
2418,10,19,12,18,13,13,14,21,23,20,21,29,22,30,18,25,17,22,29,46,14,20,18,13
2419,27,25,36,20,30,27,27,25,27,35,30,34,24,26,31,29,16,27,20,26,20,34,19,26
2420,11,50,13,66,27,44,46,51,73,60,62,16,49,53,63,39,66,52,57,82,62,21,33,33
2421,9,12,28,27,4,29,29,27,38,27,32,30,25,28,33,34,23,23,20,16,13,21,18,13
2422,71,64,69,8,20,60,71,65,7,76,22,30,30,33,81,83,14,106,91,38,26,30,45,68
2423,19,21,25,23,29,25,24,29,31,30,26,30,21,30,27,37,30,34,29,29,27,29,27,24
2424,22,19,17,17,22,17,27,25,26,29,30,25,26,26,23,31,32,34,36,25,23,20,23,20
2425,27,20,21,27,39,45,44,41,44,58,37,47,39,43,51,52,53,45,41,32,38,30,35,33
2426,7,9,14,10,11,12,19,20,20,24,21,20,20,19,21,22,20,20,18,19,19,12,16,12
2427,18,16,14,14,18,14,22,29,22,24,25,21,22,21,19,26,26,28,30,20,19,16,19,17
2428,24,29,20,18,12,15,18,20,16,25,35,25,19,16,27,17,23,17,22,29,29,25,20,19
2429,7,8,8,7,7,8,7,10,12,9,14,11,10,11,19,19,16,19,15,24,14,15,11,12
2430,43,56,48,49,60,68,65,79,84,56,79,61,62,55,73,93,61,73,64,74,56,61,44,39
2431,51,37,53,47,68,38,37,29,54,69,61,40,49,54,47,34,70,50,43,53,82,54,62,70
2432,16,12,9,15,12,13,23,21,22,36,25,34,29,22,19,35,26,26,34,38,36,32,21,17
2433,41,37,55,30,46,33,31,38,40,53,46,52,28,40,47,64,49,61,52,61,46,38,48,39
2434,19,15,27,21,18,18,23,16,29,27,32,21,28,28,25,34,30,29,31,30,27,21,18,22
2435,8,7,7,8,9,11,17,15,16,17,18,15,23,30,21,28,19,26,28,46,13,13,11,9
2436,32,98,87,59,90,60,69,100,118,115,90,102,95,104,124,127,128,107,92,100,93,80,72,81
2437,19,25,6,11,3,22,11,20,20,26,23,22,24,27,32,43,13,26,35,32,26,26,19,13
2438,46,52,78,42,51,59,58,53,76,75,64,73,51,56,66,52,57,86,51,53,64,57,51,55
2439,6,6,4,1,7,7,6,6,8,8,7,8,6,6,7,10,8,10,8,9,7,8,10,6
2440,15,17,10,6,5,18,22,25,36,26,30,34,24,26,31,22,32,18,35,16,30,20,15,16
2441,21,9,15,16,15,17,16,10,16,38,24,20,14,21,24,33,25,32,27,32,24,27,25,16
2442,29,26,4,34,27,30,14,12,21,27,17,37,26,28,33,45,35,43,25,28,13,37,12,28
2443,56,57,56,50,66,68,69,79,80,85,90,85,95,104,102,87,96,93,91,98,59,80,43,42
2444,10,9,6,14,17,24,23,31,44,44,26,18,30,23,39,37,28,28,30,20,16,8,10,10
2445,90,91,106,52,120,86,108,100,107,141,121,102,95,105,124,169,128,161,138,126,93,122,92,65
2446,65,39,91,79,18,43,67,62,71,101,32,83,55,65,22,87,55,21,86,88,75,86,18,64
2447,4,10,11,46,4,15,6,22,49,7,6,62,30,33,4,4,20,4,4,13,55,44,53,17
2448,9,30,70,69,12,46,10,98,141,37,69,135,94,103,70,21,71,17,136,35,49,17,9,28
2449,26,7,12,16,29,21,17,24,16,8,24,33,18,19,30,34,22,22,12,21,11,8,11,25
2450,10,11,12,18,13,13,14,21,19,20,21,24,22,18,18,19,17,14,29,16,14,20,18,13
2451,62,39,37,44,57,79,62,71,77,84,87,98,68,75,89,84,64,69,83,47,60,99,42,74
2452,42,48,26,34,37,17,44,49,36,42,49,38,46,51,60,62,23,40,38,78,59,31,62,51
2453,43,49,51,64,32,5,54,50,72,43,34,29,48,53,62,44,20,20,56,39,38,41,30,13
2454,6,13,11,17,20,15,18,17,18,24,20,23,16,18,21,29,13,17,23,18,20,10,9,11
2455,30,37,5,48,35,39,58,44,76,55,65,73,51,56,66,56,69,86,74,86,65,74,91,56
2456,17,56,19,10,19,5,5,23,19,26,50,41,54,25,44,6,74,44,13,26,8,31,56,59
2457,7,2,1,1,2,3,7,1,1,4,1,2,6,5,8,8,1,8,6,3,8,2,2,1
2458,12,9,11,7,17,17,16,17,19,22,21,17,17,20,22,19,19,16,24,15,18,14,13,9
2459,58,51,48,57,72,62,78,72,77,74,87,74,68,58,67,91,51,54,50,60,51,57,43,49
2460,4,7,11,8,8,6,8,12,8,13,15,10,14,11,10,14,12,9,11,15,12,11,10,7
2461,5,5,4,4,5,5,6,8,4,5,5,6,8,8,7,10,12,15,12,14,11,12,8,9
2462,17,16,16,3,18,12,21,18,25,27,23,24,17,24,21,39,24,30,32,22,21,25,29,19
2463,15,14,3,4,17,13,1,4,4,1,1,1,13,1,1,1,18,16,19,12,5,1,4,15
2464,15,27,19,3,9,26,6,22,43,8,21,26,22,31,21,18,14,27,21,6,36,27,25,31
2465,56,43,52,41,23,36,30,38,42,43,57,21,46,24,41,50,54,61,55,29,41,42,58,6
2466,8,8,3,6,8,9,8,8,8,8,9,11,7,8,10,13,5,10,11,10,9,8,7,8
2467,23,20,35,21,20,34,37,50,53,29,35,47,47,52,62,59,44,51,69,60,60,40,50,32
2468,7,8,9,8,14,11,13,13,16,16,12,15,10,16,18,16,13,12,13,10,8,11,11,12
2469,44,40,60,38,49,45,44,41,58,58,49,56,39,43,51,69,53,66,57,66,49,57,39,42
2470,74,67,64,68,64,76,81,112,120,80,102,107,82,63,73,98,75,61,79,74,51,62,63,58
2471,7,11,6,7,10,12,13,14,15,18,17,23,10,18,15,19,21,14,15,13,11,12,11,8
2472,7,9,6,8,6,7,12,12,17,13,14,12,12,9,10,14,11,13,13,10,10,9,8,5
2473,29,24,49,34,41,37,36,34,48,66,41,46,32,35,31,57,43,54,34,41,41,47,43,35
2474,9,19,12,14,12,13,13,20,18,19,21,19,22,29,18,24,16,21,38,18,14,19,17,12
2475,35,15,5,32,35,52,39,47,50,73,56,64,44,38,43,44,60,24,47,75,23,33,41,48
2476,12,7,6,10,7,8,10,11,7,10,13,11,10,16,12,15,11,9,8,6,6,6,5,7
2477,18,8,10,8,10,11,8,10,9,12,14,11,15,11,13,10,9,9,8,10,11,8,7,9
2478,75,45,26,51,37,42,79,100,50,32,54,88,95,47,37,39,40,36,85,25,27,53,24,30
2479,49,30,47,75,96,110,108,100,45,94,90,59,95,105,103,79,77,63,120,74,59,45,32,42
2480,9,10,9,10,6,7,9,8,9,7,10,7,10,13,8,7,11,7,5,8,13,5,9,9
2481,28,23,21,21,28,25,26,29,40,38,34,32,27,30,34,47,48,60,51,60,34,51,47,38
2482,4,5,8,8,6,6,6,10,9,10,12,7,11,8,7,8,9,5,9,12,9,3,8,5
2483,12,11,10,10,12,11,12,13,11,11,12,15,14,20,16,14,20,24,19,22,19,23,16,12
2484,43,10,41,10,31,35,36,40,43,34,32,45,38,16,31,45,51,41,55,44,48,55,51,26
2485,29,13,22,21,32,29,29,26,28,3,9,36,25,28,33,45,34,7,37,43,25,21,27,28
2486,7,8,9,8,10,11,17,12,14,21,18,17,18,16,19,19,18,15,13,17,17,13,14,11
2487,16,14,13,13,16,12,19,26,19,21,22,18,19,19,17,23,23,25,21,18,17,14,17,15
2488,34,33,42,48,58,64,62,57,46,45,70,46,55,60,50,46,52,44,47,30,48,58,46,60
2489,15,11,10,14,9,12,21,19,16,33,23,24,27,20,18,33,24,24,31,35,34,30,19,23
2490,51,59,51,47,63,47,50,55,67,71,63,64,66,67,77,73,72,87,93,60,84,70,76,68
2491,87,57,74,76,63,42,89,100,89,81,62,77,95,70,77,72,96,93,114,98,48,77,72,83
2492,8,7,7,8,9,11,17,15,13,17,18,21,23,30,21,28,19,26,28,36,13,13,11,13
2493,31,29,19,23,29,32,31,29,41,41,35,40,28,30,36,49,37,47,40,36,35,40,28,24
2494,27,18,14,18,15,27,17,25,26,25,30,25,18,26,25,31,32,40,34,40,30,26,18,20
2495,11,13,13,20,14,15,15,23,21,22,23,22,14,33,20,17,19,15,31,20,15,22,15,14
2496,54,53,24,37,71,60,77,59,95,105,89,84,84,71,57,78,79,71,61,65,75,66,109,46
2497,4,24,3,17,9,4,26,12,11,24,31,12,17,25,32,3,32,17,43,23,9,17,11,17
2498,20,16,11,6,12,10,24,27,22,9,32,10,20,17,21,10,34,3,27,12,18,21,12,13
2499,5,19,14,11,2,17,18,20,21,17,20,27,19,21,24,13,18,18,22,10,16,11,13,16
2500,3,6,5,5,4,6,4,8,12,10,4,8,8,8,8,8,10,11,8,9,7,6,6,6
2501,42,45,56,93,100,86,83,79,66,102,121,102,95,104,102,105,64,104,92,82,71,63,48,36
2502,9,8,8,11,15,18,22,29,41,41,24,17,27,21,36,34,26,26,28,19,15,14,9,11
2503,10,3,1,9,1,1,1,1,20,1,1,2,13,15,17,1,1,1,1,17,2,19,24,4
2504,41,45,73,46,80,67,89,99,118,114,90,85,95,104,93,126,105,95,74,94,93,69,69,65
2505,12,9,11,12,17,17,16,17,19,22,21,17,17,20,22,19,16,15,18,19,15,11,13,9
2506,21,36,34,14,24,36,28,33,54,51,34,47,48,43,62,18,53,52,58,52,41,32,24,32
2507,32,14,4,38,36,33,25,30,35,34,22,41,28,17,37,21,38,19,41,28,18,17,18,25
2508,12,21,21,18,7,10,6,18,14,15,21,18,15,14,10,3,6,5,15,13,16,17,14,11
2509,24,19,22,27,21,21,21,17,24,17,15,21,28,18,20,24,14,16,20,15,17,23,37,6
2510,36,31,31,70,60,43,39,21,29,21,33,42,32,35,41,27,14,29,25,23,37,8,23,36
2511,26,20,15,17,43,18,31,27,20,24,26,24,32,24,26,21,13,24,25,26,36,17,16,15
2512,39,14,22,19,35,20,20,27,24,17,23,15,35,29,23,17,17,24,25,19,30,12,21,10
2513,62,62,61,79,83,86,108,100,74,102,81,103,95,105,93,88,67,80,81,40,64,55,64,64
2514,9,10,9,8,11,13,13,17,16,16,12,15,13,16,18,15,13,18,13,10,13,11,11,14
2515,17,14,32,21,32,29,29,27,21,27,32,37,25,28,33,23,17,23,22,21,15,16,7,23
2516,11,5,5,27,33,43,36,50,37,43,42,21,48,53,52,38,36,41,69,80,61,32,39,52
2517,31,15,24,24,21,35,14,41,25,35,26,12,21,14,15,17,19,20,57,32,38,32,39,13
2518,11,12,39,34,26,24,29,26,38,37,32,30,25,28,33,45,15,17,20,10,10,11,15,10
2519,84,40,26,62,69,83,60,96,103,99,78,76,70,54,62,92,65,76,88,121,94,80,89,78
2520,24,11,23,29,16,28,35,32,21,46,32,37,25,34,21,24,19,25,18,21,16,22,15,19
2521,6,6,11,11,14,14,17,16,17,22,19,16,12,13,15,14,15,18,16,17,19,16,15,13
2522,11,18,14,21,15,16,16,25,22,24,25,32,15,35,21,24,20,17,46,17,16,23,16,15
2523,18,22,21,14,22,19,25,30,58,35,49,22,39,23,35,36,36,28,23,27,26,24,20,19
2524,13,12,17,17,17,18,18,17,18,24,20,23,16,18,21,28,14,22,23,27,20,18,21,17
2525,14,19,6,32,6,55,11,17,71,27,34,24,48,52,51,44,35,35,69,67,60,69,69,52
2526,2,12,25,6,29,27,26,24,16,16,18,33,23,8,22,31,31,28,33,12,29,17,12,3
2527,11,8,5,10,9,7,14,10,10,9,13,11,10,16,12,15,11,9,8,6,6,6,5,9
2528,18,8,10,5,8,11,10,10,9,12,14,11,10,11,13,12,9,9,10,10,11,8,6,9
2529,10,11,16,11,6,8,10,9,10,7,12,8,11,15,9,8,9,8,5,9,14,6,10,10
2530,30,64,28,64,32,68,90,79,48,35,88,88,73,87,83,88,73,67,39,51,84,32,35,36
2531,38,24,36,9,27,31,32,35,38,69,24,40,34,37,36,33,45,46,49,57,43,49,45,23
2532,29,26,10,11,11,19,24,27,29,27,32,37,25,28,33,34,34,28,37,43,32,37,34,28
2533,22,17,28,21,21,16,29,27,29,28,21,23,26,15,25,24,21,25,22,20,25,29,26,18
2534,12,11,10,10,12,11,12,19,10,11,12,19,14,20,16,14,19,24,19,28,25,27,24,12
2535,38,34,44,19,47,47,64,59,64,61,54,61,57,62,55,101,62,77,60,59,43,39,55,31
2536,24,31,32,40,36,50,49,45,48,61,55,32,43,25,29,40,40,43,63,47,55,45,29,26
2537,6,7,8,7,9,10,15,15,12,18,16,15,16,14,17,17,16,13,12,15,18,12,12,10
2538,11,7,14,9,12,13,15,20,21,17,24,20,14,21,18,17,25,27,23,20,18,16,21,13
2539,20,18,21,22,26,17,42,29,44,23,12,39,40,45,69,49,19,34,56,67,51,34,29,24
2540,18,17,25,14,20,19,18,17,24,16,21,6,13,18,21,29,13,27,14,27,21,18,29,18
2541,2,5,4,5,4,6,2,7,10,4,4,7,5,6,7,7,7,10,7,8,6,5,5,5
2542,12,14,15,17,14,17,17,25,24,21,21,25,21,23,23,26,21,33,25,25,18,20,17,16
2543,19,12,22,28,15,27,34,25,21,32,32,15,25,33,20,23,19,24,32,21,16,22,15,18
2544,31,14,14,37,28,32,24,29,31,29,35,39,16,23,29,25,37,31,29,25,24,40,36,30
2545,19,13,11,11,30,21,27,25,26,10,30,34,24,26,31,26,16,21,29,26,24,15,14,16
2546,6,6,6,5,4,5,5,6,6,9,7,7,6,5,4,8,7,9,8,9,7,8,10,6
2547,45,44,62,56,76,69,66,63,85,81,72,82,76,83,99,101,82,93,74,78,96,64,101,83
2548,15,11,8,14,9,12,21,19,16,33,23,24,27,20,18,25,20,24,31,35,34,30,19,16
2549,11,7,7,8,9,11,17,15,16,17,18,15,23,30,21,28,19,18,28,36,13,13,11,13
2550,65,98,101,57,57,86,64,75,89,102,90,77,73,104,93,95,105,86,89,78,71,100,92,104
2551,15,19,20,16,12,13,14,16,16,20,18,20,11,21,18,33,25,32,27,25,24,22,25,21
2552,36,26,26,30,37,25,43,38,51,56,48,49,35,50,45,56,62,62,55,45,45,51,48,31
2553,80,46,75,95,62,64,80,74,59,76,89,63,70,59,69,70,65,70,74,73,69,49,94,60
2554,23,12,21,19,18,26,21,30,20,22,30,34,18,32,19,22,18,23,30,15,15,21,14,17
2555,7,20,22,23,22,28,21,23,24,25,16,16,22,11,15,25,14,16,7,11,18,21,19,31
2556,9,13,14,29,10,6,31,17,8,19,20,20,15,16,13,3,13,16,16,6,15,16,8,10
2557,11,6,1,1,17,1,1,3,4,14,17,4,7,1,3,17,1,1,1,9,14,1,8,1
2558,7,8,8,11,15,19,17,24,26,30,24,17,28,21,19,34,26,21,28,19,15,12,9,9
2559,67,56,87,59,75,86,107,99,88,140,120,102,95,104,123,168,104,128,138,98,92,79,62,65
2560,10,9,11,12,17,17,17,17,19,22,22,17,17,20,22,19,19,19,19,20,15,11,13,9
2561,34,37,29,22,39,45,45,52,46,53,47,53,38,42,40,45,55,36,43,25,37,41,37,27
2562,23,20,15,20,21,13,34,41,44,29,37,29,30,23,27,28,30,32,24,36,27,23,26,23
2563,28,26,47,41,38,28,22,32,31,24,38,44,30,33,39,36,33,30,12,9,17,44,45,33
2564,37,28,29,36,54,62,61,56,60,57,51,64,53,59,70,71,72,61,56,43,52,41,48,37
2565,23,12,22,20,19,27,21,31,20,26,31,35,19,32,20,22,18,23,31,16,15,21,15,14
2566,54,50,26,64,61,55,54,50,54,20,46,57,48,53,47,48,65,35,57,56,61,43,29,52
2567,7,10,14,14,14,13,17,21,16,20,24,15,17,16,18,19,19,15,13,10,13,9,7,11
2568,14,10,13,24,14,20,15,18,20,26,19,19,18,19,17,16,13,14,19,13,9,13,9,13
2569,5,17,8,17,16,18,21,20,28,16,24,5,19,16,11,27,25,32,20,11,24,20,9,16
2570,30,27,40,24,3,19,30,11,29,6,19,18,18,20,34,4,25,14,38,14,23,15,26,18
2571,9,44,17,29,11,5,35,12,29,31,17,10,21,50,18,26,18,31,24,21,13,17,11,31
2572,28,29,10,22,39,35,25,41,30,48,41,56,39,36,31,56,53,52,47,66,49,57,69,42
2573,17,20,20,45,27,20,17,28,21,16,32,27,34,4,20,10,4,21,8,21,21,27,19,29
2574,28,26,6,26,32,14,22,26,37,19,32,36,25,21,33,9,27,18,24,33,32,28,43,27
2575,28,72,64,31,19,25,16,65,49,25,46,32,34,34,24,13,28,41,42,26,43,61,56,20
2576,18,24,18,16,12,21,33,27,27,23,23,21,29,22,23,26,22,22,18,20,21,25,29,32
2577,27,16,8,8,24,27,27,25,35,35,30,28,24,26,21,31,32,32,13,31,30,9,16,21
2578,30,32,27,15,28,25,21,37,60,57,47,48,53,58,69,52,58,59,64,75,67,59,29,45
2579,9,7,8,11,9,9,7,15,12,21,18,15,11,12,14,10,15,16,15,9,9,9,8,9
2580,14,19,21,15,21,19,28,22,28,19,31,30,25,27,27,44,33,34,36,42,31,36,25,21
2581,15,3,3,11,10,19,11,17,25,24,21,14,13,12,11,16,15,20,24,22,21,24,16,14
2582,7,5,7,8,8,9,16,11,12,14,6,11,12,11,12,12,11,13,12,13,10,9,7,9
2583,31,25,20,43,20,19,28,21,25,23,34,43,33,25,18,23,23,18,17,23,24,31,20,19
2584,11,8,8,10,9,7,14,10,10,9,13,11,10,16,12,15,11,9,8,6,6,6,8,9
2585,15,8,7,12,8,17,10,15,9,8,17,10,10,11,9,9,9,6,10,9,7,13,9,9
2586,7,13,7,7,37,7,18,32,7,21,94,12,30,17,29,7,50,19,26,77,42,7,11,15
2587,42,38,27,28,36,38,39,29,55,55,68,53,32,41,48,66,72,50,56,90,68,78,71,58
2588,22,17,28,12,18,16,16,19,20,28,17,23,18,15,25,26,21,20,22,25,25,24,26,18
2589,12,8,8,11,13,13,13,15,12,12,13,16,15,15,15,11,22,27,21,28,28,30,27,14
2590,6,15,31,27,4,26,33,9,43,6,4,14,20,15,26,4,27,9,42,34,36,42,13,20
2591,41,47,34,37,7,5,13,47,15,20,10,42,45,50,12,67,34,13,54,12,58,5,30,31
2592,42,41,76,38,63,57,56,41,61,73,63,71,49,54,64,66,67,50,72,51,63,72,66,54
2593,23,12,22,20,19,26,21,31,20,43,31,26,19,32,20,18,18,19,42,27,15,21,15,18
2594,11,14,9,11,9,10,13,17,13,20,18,17,12,16,18,19,16,22,16,15,14,13,18,13
2595,15,7,13,7,11,13,14,19,20,16,23,19,14,20,17,24,19,26,11,19,13,15,15,12
2596,37,28,13,41,36,49,27,57,61,58,69,65,54,59,53,54,51,60,57,47,37,35,36,36
2597,35,57,67,46,90,110,83,79,66,68,75,77,73,70,93,72,77,86,100,44,38,45,57,64
2598,10,8,9,11,10,10,9,9,10,12,11,11,11,9,8,10,11,8,5,9,11,7,9,10
2599,29,47,35,50,51,47,70,75,66,66,70,71,73,80,52,88,55,55,48,41,64,32,35,31
2600,3,5,25,12,21,16,16,17,14,14,22,9,21,16,20,19,13,12,11,5,13,16,5,30
2601,21,22,29,26,10,19,8,20,30,15,14,29,14,30,13,4,19,32,27,9,13,9,5,5
2602,8,28,10,26,21,26,25,23,28,21,11,39,16,20,29,20,27,45,39,21,13,11,3,8
2603,15,11,8,11,9,12,21,20,16,33,24,24,27,20,18,25,24,24,31,35,34,30,19,16
2604,54,47,39,33,42,35,50,36,46,71,52,71,61,46,77,98,80,74,74,104,84,83,76,67
2605,58,53,18,10,34,59,48,26,27,40,40,34,39,56,67,63,42,50,75,86,50,54,56,28
2606,27,25,7,32,30,28,27,25,20,35,13,16,24,26,31,34,32,32,35,40,30,35,42,26
2607,45,33,48,57,57,86,83,100,89,81,75,64,95,105,77,71,96,95,114,126,77,100,33,65
2608,8,7,7,8,7,11,17,12,16,17,18,21,23,30,21,28,19,18,28,29,13,13,11,13
2609,41,17,29,32,28,15,14,25,31,26,27,29,24,48,57,22,44,29,30,74,37,29,14,27
2610,36,14,8,30,6,20,21,23,19,11,23,18,22,24,24,27,21,20,23,18,17,14,17,18
2611,23,12,22,20,15,27,18,31,20,43,31,35,19,25,20,19,18,20,43,12,15,17,15,14
2612,59,57,38,73,73,80,78,72,77,102,87,99,69,76,90,92,93,93,83,76,87,77,69,59
2613,63,57,40,46,53,72,62,83,67,82,70,79,79,61,54,73,70,59,115,68,77,115,55,47
2614,15,11,12,12,11,13,8,15,17,16,21,22,12,17,15,20,30,27,15,18,18,19,18,20
2615,1,14,1,1,1,4,1,8,5,27,14,9,13,1,11,1,18,23,1,6,1,13,24,1
2616,18,21,22,17,10,6,24,17,20,29,15,28,15,14,14,12,11,9,14,9,16,11,11,10
2617,11,28,5,19,38,18,37,28,21,29,12,24,23,27,20,21,18,19,16,19,26,21,33,30
2618,25,19,30,38,29,29,29,24,32,33,21,29,39,33,20,33,19,21,16,21,24,32,21,6
2619,32,56,48,81,95,86,108,99,88,102,90,76,95,104,102,126,103,83,111,98,71,52,46,37
2620,7,8,8,11,15,15,17,24,26,30,18,17,28,21,19,26,21,21,23,15,15,12,9,9
2621,11,14,27,2,21,4,29,21,21,37,24,17,25,28,33,25,17,16,21,16,13,13,11,22
2622,14,20,29,11,50,7,15,11,34,22,50,30,15,44,5,14,19,31,10,24,50,37,53,13
2623,7,16,3,11,33,10,30,27,24,39,33,18,26,29,28,20,19,10,13,13,11,4,12,11
2624,22,25,37,32,25,28,27,25,27,26,30,34,24,26,31,43,26,32,35,40,30,27,32,26
2625,58,42,54,69,41,46,48,53,57,63,65,46,51,56,55,75,57,69,74,86,65,74,62,56
2626,78,71,74,73,100,68,83,100,107,85,90,102,95,105,93,105,79,93,83,94,64,111,92,36
2627,10,9,11,14,17,17,16,17,19,16,21,17,17,20,29,19,19,18,19,19,15,11,13,9
2628,33,30,31,39,36,33,33,30,36,31,36,31,29,32,28,38,39,35,42,48,37,42,38,31
2629,23,12,22,18,19,26,17,30,43,59,31,35,24,25,20,15,18,13,29,12,15,14,15,11
2630,62,26,19,58,57,63,62,45,46,81,52,79,55,60,53,73,50,54,57,72,69,47,53,59
2631,32,14,7,30,35,17,32,29,31,30,35,40,28,31,20,30,23,24,41,47,35,41,39,30
2632,31,28,20,9,34,10,16,17,19,3,17,13,27,11,16,11,25,14,19,6,8,18,3,6
2633,32,29,30,38,36,27,32,19,32,23,36,41,28,31,37,35,29,39,20,48,36,15,10,30
2634,30,77,87,84,91,87,108,100,107,103,121,103,95,105,93,88,90,59,101,58,78,67,53,50
2635,7,11,11,11,10,15,9,16,17,18,26,17,19,17,20,28,15,14,14,11,14,12,8,13
2636,30,20,15,19,34,30,22,35,26,42,35,48,34,31,27,23,21,45,41,57,43,49,60,37
2637,6,6,3,7,5,4,6,6,6,6,7,8,5,6,7,7,7,9,8,9,7,8,10,6
2638,28,26,19,14,16,23,9,26,37,31,26,30,25,27,27,25,34,22,36,33,32,36,33,18
2639,9,6,8,9,9,11,15,13,14,17,15,13,14,13,14,13,16,16,13,15,12,13,8,10
2640,29,55,60,57,54,40,61,56,45,42,68,58,32,59,70,50,59,66,56,49,47,43,71,58
2641,33,21,21,27,18,26,17,30,43,34,31,35,24,24,20,18,18,16,42,27,15,17,15,22
2642,71,51,79,95,113,104,102,94,101,133,114,97,90,99,87,159,121,121,94,118,114,70,80,79
2643,18,26,13,47,17,16,36,17,15,15,44,50,35,38,25,16,13,12,16,27,17,20,26,10
2644,9,8,8,10,9,9,11,10,10,12,13,11,10,16,19,15,11,9,14,8,11,11,8,9
2645,12,12,10,18,18,18,14,20,9,12,17,11,10,11,13,12,9,7,10,7,12,7,17,9
2646,81,92,32,79,88,92,109,75,99,37,58,138,96,105,65,88,95,17,116,29,59,47,71,84
2647,24,17,13,27,15,23,29,27,29,8,33,28,26,28,28,23,26,35,37,34,26,30,21,22
2648,6,4,6,3,7,5,5,6,6,9,6,5,5,5,4,10,7,9,8,9,7,8,10,6
2649,41,21,30,17,41,32,58,54,48,62,65,74,51,56,67,68,69,69,75,86,65,75,66,34
2650,68,62,92,63,63,69,68,63,90,89,76,86,60,66,78,107,81,102,87,101,59,42,80,65
2651,15,13,8,7,9,10,10,7,12,19,17,16,11,15,17,15,15,17,12,14,13,15,17,12
2652,15,10,11,7,11,13,14,19,20,16,23,19,14,20,17,17,20,26,27,19,13,16,15,12
2653,17,30,18,19,13,18,23,21,17,31,19,26,20,17,28,23,24,23,24,28,22,32,21,14
2654,12,8,8,11,13,12,13,14,11,12,13,16,15,15,15,10,21,26,21,28,27,30,26,13
2655,46,49,51,79,60,68,71,79,77,81,95,62,75,82,98,100,101,82,74,65,56,68,61,50
2656,64,46,46,60,45,51,49,31,47,61,54,61,43,48,55,69,76,78,82,49,72,66,75,48
2657,15,11,8,10,9,12,20,19,15,23,23,23,26,20,17,24,28,23,30,34,33,17,19,22
2658,6,6,6,7,8,9,11,8,9,7,7,10,10,9,8,9,7,7,7,8,10,6,9,9
2659,60,68,51,52,48,68,52,59,66,71,70,53,56,66,64,73,46,65,56,65,84,58,74,50
2660,7,6,6,6,7,11,11,12,13,17,12,15,15,29,20,27,19,17,27,19,13,13,13,13
2661,95,98,101,30,37,72,69,62,89,102,75,44,73,104,103,87,105,86,95,77,93,80,69,103
2662,24,32,21,23,37,35,44,41,44,58,49,42,30,33,38,43,39,48,41,43,49,41,39,33
2663,22,20,7,10,11,14,13,21,19,25,18,15,10,16,14,19,19,34,23,19,19,21,18,11
2664,37,32,35,42,46,49,36,57,40,67,43,59,32,60,49,50,51,46,32,33,37,34,41,38
2665,14,10,11,11,10,12,8,14,24,24,21,21,12,17,14,20,29,26,14,17,18,18,17,19
2666,7,8,8,10,11,14,16,19,19,17,18,17,21,21,18,25,25,21,23,15,18,14,9,9
2667,54,59,59,73,90,86,108,100,107,102,90,77,95,105,124,127,105,93,76,77,71,64,92,81
2668,7,29,32,15,21,26,25,12,26,35,14,30,20,11,8,11,27,8,41,33,22,19,24,31
2669,31,23,29,36,23,31,31,28,25,33,34,29,21,30,35,48,27,37,33,45,34,28,26,29
2670,12,6,7,16,21,10,15,20,22,39,19,15,20,29,13,15,13,6,11,14,12,4,3,28
2671,10,11,8,14,14,17,16,17,19,16,21,17,17,20,29,19,19,23,24,20,18,11,13,9
